id,review
3625,she is excellent professor. just read the textbook.(questions come from the book) i would recommend going to class b/c it is really helpful. if you listen to her carefully(which is hard) and jot down what she says it is extremely helpful. remember to print out ppt before going to class. just dont read book try to understand it and you will have eas
2110,"What a course! What a prof! This course got me into sociology. Brym is clear, concise, straight to the point. It's an intro course, so of course you will use your textbook a lot. He DOES put info into lectures that is NOT found in the textbook, and he DOES use it in tests. This course opened my eyes and my mind."
465,"He isn't very helpful, he doesn't review anything. All the class is, is tests, so even though attendance isn't mandatory, it's better to go, even though it doesn't help anyway. The syllabus even says the average for his class is a C/D, I wouldn't advise taking his class."
1938,"course notebook, attendence bonuses, movie clips"
3036,Good teaching of difficult topic
3967,"Awesome professor!! Actually makes you want to learn this stuff!  Very easy going, understanding, and humorous.  Those moments she's full of caffeine are classic haha I wish more professors were like her. You will not regret taking her class.  Just listen, take notes, and memorize what she puts on the study guides."
1569,hes so boring i cant stand to listen to him for even the lousy 50 minute classes. he writes everything down which makes taking notes impossible and doesnt make any sense. i suggest making friends with some math major and studying with them.
888,"One of the most interesting teachers I've met.  He really knows his stuff, no matter what he's talking about.  I think he's a really good teacher."
2771,No Comments
29,"My CC profs grade easier on papers than she does, and they do not grade easy at all. She grades too hard on participation...I answer questions way more than most people and only got a B for participation. Tests aren't too hard, though."
3550,Oh cell bio. The class was fairly difficult and there are NO STUDY GUIDES for 213 so beware. You definitely should come to class; she is an interesting prof with an enthusiastic teaching style. The tests are pretty difficult so get used to studying hard for them. Take her if you really love cell bio a lot. Otherwise...find someone else.
2776,argh!
2694,Greatest
2276,"Good course, a real eye-opener.  I thought Brym taught it pretty well too, though the tests stressed too much memorization as opposed to understanding."
177,"If you have to take Bio 101, take Molumby. If you never have to take a biology class take Bio 101 with Molumby anyway. He is an amazing professor. He brings the subject matter down to an understandable level and at the same time makes it enjoyable and even humerous. His tests are designed to test your knowledge rather than just your memory."
